"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
274,5,35758.886,30547.566,9.587,50.204,86.016,7.184,17034103.904,8.017
275,5,35893.105,24589.281,156.751,2710.514,0,6.191,12650189.526,7.858
276,5,35821.155,29968.977,211.563,4858.611,0,5.034,8361507.831,7.335
277,5,36044.931,28039.693,201.383,5054.135,0,5.692,10692350.006,6.973
278,5,36114.579,24794.996,69.846,208.88,84.198,4.596,6971324.123,14.254
279,5,36247.271,27282.568,184.535,4198.684,0,6.311,13143296.511,7.304
280,5,37202.023,26168.19,167.515,2701.984,0,6.038,12031724.334,8.555
281,6,10073.645,38861.927,184.222,9854.817,0,10.086,33575067.837,4.839
282,6,10180.425,39405.711,201.275,10636.868,0,12.244,49479257.92,5.707
283,6,10418.649,37825.41,134.968,2458.175,118.54,6.092,12247416.008,6.813
284,6,10412.094,39144.225,194.546,9324.558,0,9.384,29058337.682,5.271
285,6,10564.371,33317.367,118.155,652.314,140.854,6.102,12288746.601,15.096
286,6,10633.142,33758.82,232.112,13638.062,0,11.057,40346916.751,5.558
287,6,10653.453,37077.657,225.883,13427.201,0,7.533,18726861.262,4.651
288,6,10730.903,34828.165,188.994,10662.1,0,9.293,28499742.622,4.595
289,6,10737.141,36770.52,97.57,911.183,180.108,3.723,4573943.176,7.439
290,6,10805.626,35480.18,192.917,11411.393,0,4.351,6247636.835,3.82
291,6,10799.62,36395.298,5.331,49.5,212.825,7.949,20854812.143,7.558
292,6,10839.989,33127.94,79.512,424.902,164.71,6.32,13181691.251,11.822
293,6,10986.151,37861.547,167.469,6977.225,0,13.674,61704885.727,6.359
294,6,11071.271,37216.138,183.368,8581.5,0,5.947,11672346.277,4.469
295,6,11119.362,34035.651,188.017,8391.792,0,8.132,21822951.56,5.118
296,6,11228.66,34705.974,280.976,22940.896,0,7.187,17046663.574,4.301
297,6,11204.513,35481.461,87.192,824.491,223.968,10.927,39404524.127,11.226
298,6,11219.747,36682.642,55.747,205.268,206.858,7.756,19853629.945,14.238
299,6,11286.123,35200.619,8.062,80.963,252.166,12.233,49384288.027,7.195
300,6,11265.967,36056.333,221.601,14625.516,0,4.363,6281234.971,3.879
301,6,21660.06,30517.309,158.173,4045.838,0,6.49,13901799.003,6.144
302,6,21955.003,29893.05,205.047,6106.007,0,10.866,38965714.82,8.496
303,6,22615.724,30224.548,69.516,134.16,137.295,4.113,5583856.751,18.766
304,6,22668.354,29463.109,86.528,418.64,101.417,8.471,23683038.015,16.528
305,6,23034.238,29885.843,294.266,12698.618,0,8.359,23060722.234,7.265
